path,git_status,tracked,subsystem,owner,completion_evidence,classification,proposed_group,include,reason,risk,validation_owner
app/blueprint/numerology/page.tsx,M,tracked,BLUEPRINT_1,GROUP1,DELTA 160 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Numerology route recovery,LOW,GROUP1
app/blueprint/tzolkin/page.tsx,M,tracked,BLUEPRINT_8,GROUP1,DELTA 445 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Tzolkin route recovery,LOW,GROUP1
app/blueprint/vedic/page.tsx,M,tracked,BLUEPRINT_7,GROUP1,DELTA 246 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Vedic route recovery,LOW,GROUP1
app/blueprint/weton/page.tsx,M,tracked,BLUEPRINT_5,GROUP1,DELTA 274 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Weton route recovery,LOW,GROUP1
app/blueprint/whole-sign/,?,untracked,BLUEPRINT_9,GROUP1,NEW ROUTE,BLUEPRINT_SYSTEM,GROUP1,YES,Whole Sign Birth Chart route,LOW,GROUP1
app/blueprint/zi-wei/,?,untracked,BLUEPRINT_11,GROUP1,NEW ROUTE,BLUEPRINT_SYSTEM,GROUP1,YES,Zi Wei Dou Shu route,LOW,GROUP1
app/inbox/error.tsx,A,untracked,INBOX,V4,EXCLUDED,UNRELATED (Communication/Inbox Phase 6),NONE,NO,Inbox excluded by Founder,LOW,
app/inbox/loading.tsx,A,untracked,INBOX,V4,EXCLUDED,UNRELATED (Communication/Inbox Phase 6),NONE,NO,Inbox excluded by Founder,LOW,
app/inbox/page.tsx,A,untracked,INBOX,V4,EXCLUDED,UNRELATED (Communication/Inbox Phase 6),NONE,NO,Inbox excluded by Founder,LOW,
app/innerwork/herbal/page.tsx,M,tracked,INNERWORK_HERBAL,GROUP2 (Innerwork subsidiary),DELTA +12 lines,INNERWORK_HERBAL (V4 subsidiary; classify under GROUP2 if proven),DEFER,DEFER,Innerwork herbal change; verify subsystem first,LOW,Founder
app/journey/page.tsx,M,tracked,JOURNEY_V2,GROUP3,DELTA 208 lines,JOURNEY_V2,GROUP3,YES,Journey V2 route recovery,LOW,GROUP3
app/profile/page.tsx,M,tracked,PROFILE_V4,GROUP4,DELTA 101 lines,PROFILE_V4,GROUP4,YES,Profile route recovery,LOW,GROUP4
app/profile/[section]/page.tsx,M,tracked,PROFILE_V4,GROUP4,DELTA 2 lines,PROFILE_V4,GROUP4,YES,Profile section page tweak,LOW,GROUP4
app/test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Test artifact,LOW,
components/WeeklyFix.tsx,A,untracked,ADMIN_EXPERIMENTAL,V4,EXCLUDED,UNFINISHED,NONE,NO,Admin weekly fix experiment,LOW,
components/admin/CoreGuardianValidation.tsx,A,untracked,ADMIN,V4,EXCLUDED,UNRELATED (Admin Phase 6),NONE,NO,Admin excluded by Founder,LOW,
components/admin/FounderDebugHD.tsx,A,untracked,ADMIN_DEBUG,V4,EXCLUDED,UNRELATED (Admin/Debug Phase 6),NONE,NO,Admin debug excluded by Founder,LOW,
components/blueprint/AstrocartographyMap.tsx,?,untracked,BLUEPRINT_10,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Astrocartography map component,LOW,GROUP1
components/blueprint/DestinyMatrixVisual.tsx,M,tracked,BLUEPRINT_4,GROUP1,DELTA 301 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Destiny Matrix visual component,LOW,GROUP1
components/dashboard/DailyNoteV2.tsx,M,tracked,DAILY_NOTE_V2,GROUP4,DELTA 164 lines,DAILY_NOTE_V4,GROUP4,YES,Daily Note V2 component,LOW,GROUP4
components/dashboard/DashboardClient.tsx,M,tracked,DASHBOARD,GROUP4,DELTA -13 lines,DAILY_NOTE_V4 (touches cards),GROUP4,YES,Dashboard client tweak,LOW,GROUP4
components/dashboard/IntelligenceCard.tsx,A,untracked,DASHBOARD,GROUP4,EXCLUDED (admin or dashboard?),DEFER,DEFER,Verify ownership,LOW,Founder
components/dashboard/SoulReflectionCard_read.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch read copy,LOW,
components/dashboard/WellnessCheckInCard.tsx,M,tracked,WELLNESS,GROUP2,DELTA 79 lines,WELLNESS_V4,GROUP2,YES,Wellness check-in card,LOW,GROUP2
components/dashboard/WeeklyGuidanceCard.tsx,?,untracked,WEEKLY_GUIDANCE,GROUP5,NEW,WEEKLY_GUIDANCE,GROUP5,YES,Weekly guidance card,LOW,GROUP5
components/rating/,?,untracked,RATING,UNRELATED,EXCLUDED,UNRELATED,NONE,NO,Rating subsystem not in V4 cycle,LOW,
components/wellness/WellnessPageClient.tsx,M,tracked,WELLNESS,GROUP2,DELTA 184 lines,WELLNESS_V4,GROUP2,YES,Wellness page client recovery,LOW,GROUP2
components/zi-wei/,?,untracked,BLUEPRINT_11,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Zi Wei Dou Shu components,LOW,GROUP1
docs/ADR/ADR_TEMPLATE.md,A,untracked,DOC_TEMPLATE,V4,EXCLUDED (template only),UNFINISHED,NONE,DEFER,Empty template; not V4 source-of-truth,LOW,Founder
docs/RFC/RFC_TEMPLATE.md,A,untracked,DOC_TEMPLATE,V4,EXCLUDED (template only),UNFINISHED,NONE,DEFER,Empty template,LOW,Founder
docs/V4_D1_IMPLEMENTATION_REPORT.md,A,untracked,DOC,V4,EXCLUDED (verify content),DEFER,DEFER,V4 D1 implementation report; verify before inclusion,LOW,Founder
events.js,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,JS evidence stub,LOW,
evidence.ts,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Evidence TS,LOW,
lib/access/accessControl.ts,M,tracked,ACCESS_CONTROL,GROUP4 (Profile gates),DELTA 84 lines,PROFILE_V4,GROUP4,YES,Profile access control update,LOW,GROUP4
lib/access/dummy.tsx,A,untracked,ACCESS_SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Dummy access file,LOW,
lib/access/fix.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch fix note,LOW,
lib/access/temp_test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/access/test.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/ai/config.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,AI gateway config,LOW,GROUP5
lib/ai/dailyGuidanceForensics.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,Daily guidance forensics,LOW,GROUP5
lib/ai/errors.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,AI error types,LOW,GROUP5
lib/ai/gateway.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,AI gateway implementation,LOW,GROUP5
lib/ai/geminiProvider.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,Gemini provider,LOW,GROUP5
lib/ai/identitySnapshot.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,IDENTITY_INTELLIGENCE,GROUP5,YES,Identity snapshot,LOW,GROUP5
lib/ai/minimaxProvider.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,minimax provider,LOW,GROUP5
lib/ai/nvidia.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,NVIDIA provider,LOW,GROUP5
lib/ai/openrouterProvider.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,OpenRouter provider,LOW,GROUP5
lib/ai/prompts/,?,untracked,AI_GATEWAY,GROUP5,NEW DIRECTORY,AI_GATEWAY,GROUP5,YES,AI prompt library,LOW,GROUP5
lib/ai/provider.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,Provider abstraction,LOW,GROUP5
lib/ai/providerCascade.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,Provider cascade logic,LOW,GROUP5
lib/ai/providerHealth.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,Provider health checks,LOW,GROUP5
lib/ai/types.ts,?,untracked,AI_GATEWAY,GROUP5,NEW,AI_GATEWAY,GROUP5,YES,AI types,LOW,GROUP5
lib/analytics/analyticsFilter.ts,?,untracked,ANALYTICS,UNRELATED,EXCLUDED,UNRELATED,NONE,NO,Analytics not in V4 cycle,LOW,
lib/astrocartography/,?,untracked,BLUEPRINT_10,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Astrocartography calculation module,LOW,GROUP1
lib/astrology/fixtures.ts,?,untracked,ASTROLOGY_FIXTURES,GROUP1,NEW,FIXTURE,GROUP1,YES,Astrology test fixtures,LOW,GROUP1
lib/astrology/presentation.ts,?,untracked,ASTROLOGY,GROUP1,NEW,BLUEPRINT_SYSTEM (Natal/Astrocartography),GROUP1,YES,Astrology presentation module,LOW,GROUP1
lib/bazi/baziMeaning.ts,?,untracked,BLUEPRINT_6,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,BaZi meaning module,LOW,GROUP1
lib/bazi/test_echo.ts,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch echo test,LOW,
lib/billing/entitlementService.ts,?,untracked,BILLING,UNRELATED,EXCLUDED,UNRELATED,NONE,NO,Billing not in V4 cycle,LOW,
lib/calculations/destinyMatrix/energy.ts,M,tracked,BLUEPRINT_4,GROUP1,DELTA 8 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Destiny Matrix energy calc,LOW,GROUP1
lib/config/hdApiUrl.ts,EXISTS_IN_HEAD_ONLY,tracked,CONFIG,GROUP1 (unchanged),PRESERVED,CONFIGURATION (not modified),N/A,N/A,Canonical HD URL config; not changed,LOW,
lib/config/test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/dailyGuidance/dashboardNoteAdapter.v4.ts,?,untracked,DAILY_NOTE,GROUP4,NEW,DAILY_NOTE_V4,GROUP4,YES,Daily note adapter v4,LOW,GROUP4
lib/dailyGuidance/greetingSanitizer.ts,?,untracked,DAILY_NOTE,GROUP4,NEW,DAILY_NOTE_V4,GROUP4,YES,Greeting sanitizer,LOW,GROUP4
lib/dailyGuidance/normalize_check.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch normalize check,LOW,
lib/dailyGuidance/normalize_read.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch read copy,LOW,
lib/dailyGuidance/normalize_read_v2.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch read v2,LOW,
lib/dailyGuidance/normalize_restore.ts,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch restore,LOW,
lib/dailyGuidance/normalize_v4.ts,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch v4 normalize,LOW,
lib/dailyGuidance/test_write_v4.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch v4 test,LOW,
lib/dailyGuidance/timeOfDayGreeting.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch greeting,LOW,
lib/dailyGuidance/v4_refactor_test.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch refactor,LOW,
lib/dailyGuidance/v4_write_test.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch write test,LOW,
lib/dailyGuidance/test_write_2.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/dailyGuidance/test_write_tool.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/data/types.ts,M,tracked,TYPES,GROUP1+2,DELTA 3 lines,TYPES (shared),DEFER,DEFER,Shared type addition; classify into GROUP1,LOW,Founder
lib/data/wellnessRecommendationLibrary.ts,?,untracked,WELLNESS,GROUP2,NEW,WELLNESS_V4,GROUP2,YES,Wellness recommendation library,LOW,GROUP2
lib/destiny-matrix/,?,untracked,BLUEPRINT_4,GROUP1,NEW DIRECTORY,BLUEPRINT_SYSTEM,GROUP1,YES,Destiny Matrix module,LOW,GROUP1
lib/engines/canonicalResonanceEngine.ts,?,untracked,WELLNESS,GROUP2,NEW,WELLNESS_V4,GROUP2,YES,Canonical resonance engine,LOW,GROUP2
lib/engines/dailyGuidanceEngine.ts,M,tracked,DAILY_GUIDANCE,GROUP4,DELTA 64 lines,DAILY_NOTE_V4 (engine change),GROUP4,YES,Daily guidance engine update,LOW,GROUP4
lib/engines/destinyMatrixBlueprintAdapter.ts,?,untracked,BLUEPRINT_4,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,DM blueprint adapter,LOW,GROUP1
lib/engines/destinyMatrixGraph.ts,M,tracked,BLUEPRINT_4,GROUP1,DELTA 8 lines,BLUEPRINT_SYSTEM,GROUP1,YES,DM graph engine,LOW,GROUP1
lib/engines/destinyMatrixHumanIntelligence.ts,?,untracked,BLUEPRINT_4,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,DM human intelligence,LOW,GROUP1
lib/engines/destinyMatrixProjection.ts,M,tracked,BLUEPRINT_4,GROUP1,DELTA 40 lines,BLUEPRINT_SYSTEM,GROUP1,YES,DM projection engine,LOW,GROUP1
lib/engines/generateBlueprint.ts,M,tracked,BLUEPRINT,GROUP1,DELTA 2 lines,BLUEPRINT_SYSTEM,GROUP1,YES,Blueprint generation tweak,LOW,GROUP1
lib/engines/longitudinalWellnessEngine.test.ts,?,untracked,WELLNESS_TEST,GROUP2,NEW,FIXTURE (test),GROUP2,YES,Longitudinal wellness engine test,LOW,GROUP2
lib/engines/longitudinalWellnessEngine.ts,?,untracked,WELLNESS,GROUP2,NEW,WELLNESS_V4,GROUP2,YES,Longitudinal wellness engine,LOW,GROUP2
lib/engines/wellnessRecommendationEngine.ts,M,tracked,WELLNESS,GROUP2,DELTA 326 lines,WELLNESS_V4,GROUP2,YES,Wellness recommendation engine recovery,LOW,GROUP2
lib/engines/test.js,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/firebase/behaviorSyncLogger.ts,?,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
lib/firebase/service.ts,M,tracked,FIREBASE_SERVICE,GROUP4,DELTA 29 lines,PROFILE_V4,GROUP4,YES,Firebase service update,LOW,GROUP4
lib/firebase/service_backup.ts,?,untracked,FIREBASE_BACKUP,EXCLUDED,TEMP_BACKUP,NONE,NO,Backup module,LOW,
lib/firebase/test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/founder/founderMetrics.ts,D,tracked,WEB_CLEANUP,Build70,DELTA -1 line,DESTRUCTIVE_UNPROVEN,ISOLATED (Founder default EXCLUDE),NO by default,Web-only founder metrics; deletion APPROVED but default EXCLUDE for safety,LOW,Founder
lib/humanMeaningRuntime/,?,untracked,HUMAN_MEANING,GROUP4,NEW DIRECTORY,HUMAN_MEANING_V4,GROUP4,YES,Human Meaning Runtime recovery,LOW,GROUP4
lib/humandesign/presentation.ts,?,untracked,BLUEPRINT_2,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,HD presentation module,LOW,GROUP1
lib/innerwork/wellnessSection4Logging.ts,M,tracked,WELLNESS,GROUP2,DELTA 45 lines,WELLNESS_V4,GROUP2,YES,Wellness section 4 logging,LOW,GROUP2
lib/innerwork/zoneBContext.ts,M,tracked,WELLNESS,GROUP2,DELTA 16 lines,WELLNESS_V4,GROUP2,YES,Zone B context,LOW,GROUP2
lib/intelligence/,?,untracked,HUMAN_MEANING,GROUP4,NEW,HUMAN_MEANING_V4,GROUP4,YES,Intelligence subsystem,LOW,GROUP4
lib/livingIntelligence/,?,untracked,HUMAN_MEANING,GROUP4,NEW,HUMAN_MEANING_V4,GROUP4,YES,Living intelligence subsystem,LOW,GROUP4
lib/numerology/,?,untracked,BLUEPRINT_1,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Numerology calculation module,LOW,GROUP1
lib/orchestrators/communicationIntegration.tsx,A,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
lib/orchestrators/hotfix_test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch hotfix test,LOW,
lib/orchestrators/localDailyGuidanceFallback.ts,EXISTS_IN_HEAD_ONLY,tracked,LOCAL_DAILY_GUIDANCE,GROUP4,PRESERVED (not modified),DAILY_NOTE_V4 (unchanged),N/A,N/A,Local daily guidance fallback; not modified,LOW,
lib/profile/dailyShareCardEngineV2.tsx,A,untracked,SHARE_CARD_V2,GROUP4,NEW,PROFILE_V4 (share-card),GROUP4,YES,Daily share-card engine V2,LOW,GROUP4
lib/prompts/bhumiSoulMirrorPrompt_read.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch mirror prompt,LOW,
lib/prompts/dailyGuidancePrompt_read.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch read prompt,LOW,
lib/prompts/dailyGuidancePrompt_verify.txt,?,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch verify prompt,LOW,
lib/prompts/dailyGuidancePrompt.ts.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch prompt variant,LOW,
lib/prompts/soulIdentityPrompt.ts,?,untracked,IDENTITY_INTELLIGENCE,GROUP5,NEW,IDENTITY_INTELLIGENCE,GROUP5,YES,Soul identity prompt,LOW,GROUP5
lib/rating/reviewTriggerService.ts,?,untracked,RATING,UNRELATED,EXCLUDED,UNRELATED,NONE,NO,Rating subsystem not in V4 cycle,LOW,
lib/repositories/behaviorMemoryRepository.ts,?,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
lib/repositories/communicationRepository.ts,?,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
lib/repositories/dailyStateRepository.ts,M,tracked,DAILY_STATE,GROUP4,DELTA 17 lines,DAILY_NOTE_V4,GROUP4,YES,Daily state repository update,LOW,GROUP4
lib/repositories/feedbackRepository.ts,?,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
lib/repositories/journeyRepository_v2.ts,?,untracked,JOURNEY,GROUP3,NEW,JOURNEY_V2,GROUP3,YES,Journey repository v2,LOW,GROUP3
lib/repositories/longitudinalWellnessRepository.ts,?,untracked,WELLNESS,GROUP2,NEW,WELLNESS_V4,GROUP2,YES,Longitudinal wellness repo,LOW,GROUP2
lib/repositories/weeklyRecommendationRepository.ts,?,untracked,WEEKLY_GUIDANCE,GROUP5,NEW,WEEKLY_GUIDANCE,GROUP5,YES,Weekly recommendation repo,LOW,GROUP5
lib/services/audit.ts,?,untracked,AUDIT,GROUP5,NEW,VALIDATOR,AUDIT_RUNNER,DEFER (likely audit-runner; verify),LOW,Founder
lib/services/audit_runtime.ts,?,untracked,AUDIT_RUNTIME,GROUP5,NEW,VALIDATOR,AUDIT_RUNNER,DEFER (verify),LOW,Founder
lib/services/canonicalHumanMeaningService.ts,?,untracked,HUMAN_MEANING,GROUP4,NEW,HUMAN_MEANING_V4,GROUP4,YES,Canonical human meaning service,LOW,GROUP4
lib/services/communicationCenterService.ts,?,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
lib/services/dailyGuidanceService.r1b.test.ts,?,untracked,DAILY_GUIDANCE_TEST,DEFER,EXCLUDED,UNFINISHED,NONE,NO,R1B test variant; UNFINISHED,LOW,
lib/services/dailyGuidanceService.ts,?,untracked,DAILY_GUIDANCE,GROUP4,NEW (canonical),DAILY_NOTE_V4 (canonical),GROUP4,YES,Canonical daily guidance service,LOW,GROUP4
lib/services/dailyGuidanceService.ts.tmp,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Temp file,LOW,
lib/services/dailyGuidanceServiceCore.ts,?,untracked,DAILY_GUIDANCE_CORE,EXCLUDED,UNFINISHED,NONE,NO,Parallel variant; UNFINISHED,LOW,
lib/services/dailyGuidanceServiceV4.ts,?,untracked,DAILY_GUIDANCE_V4,EXCLUDED,UNFINISHED,NONE,NO,Parallel variant; UNFINISHED,LOW,
lib/services/journeyReadAdapter.ts,?,untracked,JOURNEY,GROUP3,NEW,JOURNEY_V2,GROUP3,YES,Journey read adapter,LOW,GROUP3
lib/services/test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/services/test_file.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/services/test_audit_runtime.ts,?,untracked,SCRATCH,EXCLUDED,SCRATCH,NONE,NO,Scratch audit,LOW,
lib/services/weeklyRecommendationService.ts,?,untracked,WEEKLY_GUIDANCE,GROUP5,NEW,WEEKLY_GUIDANCE,GROUP5,YES,Weekly recommendation service,LOW,GROUP5
lib/services/wellnessCurationService.ts,?,untracked,WELLNESS,GROUP2,NEW,WELLNESS_V4,GROUP2,YES,Wellness curation service,LOW,GROUP2
lib/services/wellnessDailyIntelligence.ts,M,tracked,WELLNESS,GROUP2,DELTA 9 lines,WELLNESS_V4,GROUP2,YES,Wellness daily intelligence,LOW,GROUP2
lib/test.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/test_2.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/test_language.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/test_new.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/test_new_2.txt,A,untracked,SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/test_write.txt,A+M,untracked+SCRATCH,V4,EXCLUDED,SCRATCH,NONE,NO,Scratch test,LOW,
lib/types/blueprint.ts,M,tracked,TYPES,GROUP1,DELTA lines,TYPES,GROUP1,YES,Blueprint types update,LOW,GROUP1
lib/types/communication.ts,A,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
lib/types/communication.tsx,A,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
lib/types/journeyDailyRecord_copy.ts,?,untracked,DUPLICATE,EXCLUDED,DUPLICATE_SOURCE,NONE,NO,Duplicate of journeyDailyRecord.ts,LOW,
lib/types/longitudinalWellness.ts,?,untracked,WELLNESS_TYPES,GROUP2,NEW,WELLNESS_V4 (types),GROUP2,YES,Longitudinal wellness types,LOW,GROUP2
lib/types/weeklyRecommendation.ts,?,untracked,WEEKLY_GUIDANCE,GROUP5,NEW,WEEKLY_GUIDANCE,GROUP5,YES,Weekly recommendation types,LOW,GROUP5
lib/tzolkin/presentation.fixtures.ts,?,untracked,BLUEPRINT_8_FIXTURES,GROUP1,NEW,FIXTURE,GROUP1,YES,Tzolkin fixtures,LOW,GROUP1
lib/tzolkin/presentation.ts,?,untracked,BLUEPRINT_8,GROUP1,NEW,BLUEPRINT_SYSTEM,GROUP1,YES,Tzolkin presentation,LOW,GROUP1
lib/utils/communicationSimulation.ts,?,untracked,COMM,EXCLUDED,UNRELATED (Communication),NONE,NO,Communication excluded,LOW,
